"id","answer","polarity","subjectivity","sentiment"
523,"Flexible hours, kind of unlimited vacation policy Over processed, scientific management approach. Attitudeus everything and every person is interchangeable and expendable",0.6,0.9,"vpos"
524,"Flexible vacation days. Friendly environment at Muncie site. High deductible insurance with high premium. 401k match is very low, 8% of pay, match only 50%",0.139,0.594,"neu"
525,"No money for raises. Frequent years with no merit increases for the whole company. Limited advancement opportunities for non-software technical talent. Most future US hiring now targeting Atlanta. Mos",0.1214285714,0.2613095238,"neu"
526,"Acquired an excellent company in order to gain intellectual knowledge and customer contracts then dumped the company like a hot potato and referred to this practice as good business.",0.5625,0.7125,"pos"
527,"Nice people Work there and decent pay Health Insurance coverage not so great slow communication",0.3166666667,0.7041666667,"pos"
528,"Good salary with still some remote work opportunities. Too many initiatives with loss of focus on making improvements.",0.3666666667,0.4333333333,"pos"
529,"Had some excellent managers and coworkers When people left the company, the positions were not filled for extended periods and existing employees had to do multiple jobs.",0.2,0.475,"pos"
530,"Great Opportunities.Great Knowledge Base and Workforce Poor Benefits Package.High management turnover",-0.1333333333,0.7833333333,"neu"
531,"Good learning environment, has benefits. its a really big company.",0.35,0.35,"pos"
532,"Technology, products, people, and history Tends to be overly prescriptive regarding engineering processes, lacks environment to be creative",0.5,1,"pos"
533,"Recently banned working from home. Treated like just a number. Benefits are not the best. Compensation is mediocre. Tuition reimbursement is almost non-existent.",0.1666666667,0.5166666667,"neu"
534,"None other than a pay check Everything, this place is toxic and lacks growth potential.",-0.0625,0.6875,"neu"
535,"Used to have some positive things to say, but not anymore. Everything about the company from the salary and benefits to the management is seriously out of touch with the real world.",0.0313131313,0.504040404,"neu"
536,"Coworkers. Education reimbursement. Great manager. CEO too political. Need better work life balance.",0.4333333333,0.45,"pos"
537,"The people I worked with are great Upper management does not have a clue how to improve moral.",0.2666666667,0.3333333333,"pos"
538,"Prestige working for an Aerospace Company",0,0,"neu"
539,"Great people at non management levels. Stifling environment, low pay and benefits, lousy health insurance with NO dental insurance company contribution.",0.1,0.5166666667,"neu"
540,"- Getting attacked by geese- Worst work environment: Co-Workers are petty and immature; will bully and belittle you- Not enough vacation days- PTO and vacation days do not roll over- Unorganized- Wors",-0.5,0.75,"neg"
541,"Co-workers and networking, business travel, job assignments Outsourcing, layoffs, furloughs, benefit reductions",0,0,"neu"
542,"Diverse products, locations. High saturation of six sigma Green Belts Success is very limited by a Program Management micro-managed charge number system.",0.0417857143,0.2564285714,"neu"
543,"Not developing projects correctly. See above. Some times desperation seeps in. Then the challenges come.",0,0.1,"neu"
544,"Limited ability to work remote! They seem to not like that much even though you could do your entire job from your kitchen table.No raise last year (2016) we did get one this year in 2017",0.0007142857,0.2469047619,"neu"
545,"Health Insurance is very costly to the employeeUpper Management is totally disconnected from the businessExecution is severely hindered by constant upper level movement within the organization.No clea",0,0.2966666667,"neu"
546,"the people i work withlearn a new skill to use outside of jobwork hoursflexible personal time Benefitsrepetitive work flowstuck at deskgets boring",-0.2159090909,0.4511363636,"neg"
547,"great staff, nice working hours, great management time consuming to wait on material to be found in stores",0.7333333333,0.8333333333,"vpos"
548,"Great 401K matching, good medical benefits Under-staffed most of the time",0.5,0.4625,"pos"
549,"Decent pay for the Southeast area. Allowed OT. Wanted me to certify stuff that I had not been trained in. Had no Trainers available.",0.2833333333,0.5333333333,"pos"
550,"Oh I couldn't possibly fit all the cons in here. Its a big business. No one cares about you or your ideas. Forget that thought that anything you learned in a degree program will matter to your job. A",0.2,0.25,"pos"
551,"good work environment, flexible timings, friendly colleagues work pressure, multi tasking required",0.5375,0.55,"pos"
552,"Standardized Procedures and overall activities Better benefits and train better the recruited employees before executing delegated tasks.",0.3333333333,0.3333333333,"pos"
553,"nice enviroment and work place too much politic, difficult to make change",0.1,0.7333333333,"neu"
554,"Unlimited vacation policy started this year, it is not unlimited and most employees will probably not get approved (yes you need to be approved for all vacation even though it's unlimited) for as much",0.35,0.35,"pos"
555,"Great people, benefits, useful tools and systems to work with, provide continuous learning. Transitioning work overseas, removing set vacation times",0.55,0.375,"pos"
556,"the on site gym is okay, free coffee in the cafeteria. Poor overall management of the organization. cost cutting and lack of resource allocation is the general approach.",-0.0083333333,0.55,"neu"
557,"Great place to begin a career. Not a long term employer.",0.4125,0.575,"pos"
558,"Great people to work with. Hard to see a long term future. Company is very short cycle oriented.",0.0916666667,0.4413333333,"neu"
559,"transparency, freedomjob securitygood pay for performers too much processbureaucracytough to grow for ppl having 10-12 years of experience",0.2,0.2,"pos"
560,"Always learning from talented people. Salaries don't keep up with area companies.",0.7,0.9,"vpos"
561,"Profitable company with good positions in various industries. Ultra short term focus, weak leadership at many levels, squandered human capital.",0.1375,0.4375,"neu"
562,"Good salary. Exposure to new technologies. No focus on Work life balance. working Saturday's also.",0.4181818182,0.5272727273,"pos"
563,"People were not respectful of each other in the workplace. It is not uncommon to be talked to by leaders and coworkers like you are beneath them",-0.2583333333,0.6916666667,"neg"
564,"well structured, full of opportunity All about number, not people",0.35,0.55,"pos"
565,"Great people. Lots of opportunity. Huge portfolio of products Too focused on short term results which drives cost reduction behavior. Not much gratitude for employees.",0.275,0.5375,"pos"
566,"metrics driven management, you have to work a minimum of 44 hours a week to stay off the layoffs and furloughs(only get paid for 40, rest if free for Honeywell to profit from), you are expected to tra",0.15,0.6,"neu"
567,"Good working environment and technological advancement Slow advancement and difficult to be permanent",-0.0333333333,0.6666666667,"neu"
